Municipality,MinTimeToNearestStation,FloorPlan,Area,BuildingYear,Structure,Year,Renovation,TradePrice
Koto Ward,8.0,2DK,70,2009.0,RC,2016,Done,65000000
Koto Ward,8.0,2LDK,70,2009.0,RC,2016,Not yet,72000000
Koto Ward,12.0,3LDK,70,2014.0,RC,2016,Not yet,72000000
Koto Ward,12.0,2LDK,75,2014.0,RC,2016,Not yet,78000000
Koto Ward,7.0,2LDK,65,2008.0,RC,2016,Not yet,58000000
Koto Ward,6.0,3LDK,70,2005.0,SRC,2016,Not yet,55000000
Koto Ward,5.0,2LDK,75,2009.0,RC,2016,Done,72000000
Koto Ward,4.0,2LDK,75,2007.0,SRC,2016,Done,59000000
Koto Ward,5.0,2LDK,70,2005.0,SRC,2016,Not yet,57000000
Koto Ward,12.0,3LDK,80,2014.0,RC,2016,Not yet,74000000
Koto Ward,5.0,2LDK,55,2013.0,RC,2016,Not yet,52000000
Koto Ward,9.0,2LDK,55,1980.0,SRC,2016,Not yet,29000000
Koto Ward,4.0,3LDK,70,2007.0,SRC,2016,Not yet,45000000
Koto Ward,7.0,2LDK,80,2008.0,RC,2016,Not yet,73000000
Koto Ward,5.0,1LDK+S,50,2009.0,RC,2016,Not yet,51000000
Koto Ward,12.0,2LDK,60,2014.0,RC,2016,Not yet,52000000
Koto Ward,7.0,2LDK,100,2008.0,RC,2016,Not yet,140000000
Koto Ward,12.0,2LDK,50,2014.0,RC,2016,Not yet,53000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2016,Not yet,56000000
Koto Ward,5.0,3LDK,75,2005.0,SRC,2016,Not yet,60000000
Koto Ward,9.0,2LDK,55,2000.0,SRC,2016,Not yet,38000000
Koto Ward,7.0,2LDK,80,2008.0,RC,2016,Not yet,79000000
Koto Ward,6.0,2LDK,65,2005.0,SRC,2016,Not yet,51000000
Koto Ward,8.0,2LDK,65,2009.0,RC,2016,Not yet,59000000
Koto Ward,7.0,3LDK,65,2008.0,RC,2016,Not yet,62000000
Koto Ward,5.0,2LDK,85,2009.0,RC,2016,Not yet,87000000
Koto Ward,12.0,2LDK,75,2014.0,RC,2016,Not yet,81000000
Koto Ward,12.0,2LDK,70,2014.0,RC,2016,Not yet,79000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2016,Not yet,62000000
Koto Ward,5.0,2LDK,70,2005.0,SRC,2016,Not yet,59000000
Koto Ward,5.0,2LDK,55,2009.0,RC,2016,Not yet,57000000
Koto Ward,7.0,2LDK,80,2008.0,RC,2016,Not yet,72000000
Koto Ward,8.0,2LDK,70,2009.0,RC,2016,Not yet,67000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2016,Not yet,57000000
Koto Ward,9.0,4LDK,95,2000.0,SRC,2016,Not yet,70000000
Koto Ward,5.0,3LDK,80,2009.0,RC,2016,Not yet,72000000
Koto Ward,12.0,2LDK,70,2014.0,RC,2016,Not yet,66000000
Koto Ward,5.0,2LDK,55,2015.0,RC,2015,Not yet,47000000
Koto Ward,12.0,3LDK,70,2014.0,RC,2015,Not yet,61000000
Koto Ward,7.0,2LDK,55,2008.0,RC,2015,Not yet,56000000
Koto Ward,5.0,4LDK,85,2005.0,SRC,2015,Not yet,70000000
Koto Ward,7.0,2LDK,65,2008.0,RC,2015,Not yet,62000000
Koto Ward,5.0,1DK,75,2009.0,RC,2015,Not yet,73000000
Koto Ward,7.0,1LDK,60,2008.0,RC,2015,Not yet,57000000
Koto Ward,4.0,3LDK,70,2001.0,SRC,2015,Not yet,44000000
Koto Ward,5.0,1LDK,40,2009.0,RC,2015,Not yet,40000000
Koto Ward,8.0,2LDK,70,2009.0,RC,2015,Done,60000000
Koto Ward,7.0,2LDK,55,2008.0,RC,2015,Not yet,53000000
Koto Ward,4.0,3LDK,70,2007.0,SRC,2015,Not yet,55000000
Koto Ward,11.0,3LDK,75,1997.0,RC,2015,Done,60000000
Koto Ward,4.0,3LDK,75,2001.0,SRC,2015,Done,64000000
Koto Ward,4.0,4LDK,80,2007.0,SRC,2015,Not yet,61000000
Koto Ward,7.0,2DK,65,2008.0,RC,2015,Not yet,66000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2015,Not yet,79000000
Koto Ward,9.0,3LDK,70,2000.0,SRC,2015,Not yet,44000000
Koto Ward,9.0,2LDK,65,2001.0,SRC,2015,Not yet,43000000
Koto Ward,8.0,2LDK,100,2009.0,RC,2015,Not yet,160000000
Koto Ward,9.0,3LDK,75,2001.0,SRC,2015,Not yet,45000000
Koto Ward,12.0,2LDK,60,2014.0,RC,2015,Not yet,64000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2015,Not yet,67000000
Koto Ward,7.0,2LDK,75,2008.0,RC,2015,Not yet,73000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2015,Not yet,87000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2015,Not yet,55000000
Koto Ward,5.0,1LDK,50,2009.0,RC,2015,Done,50000000
Koto Ward,11.0,1LDK,45,1997.0,RC,2015,Not yet,35000000
Koto Ward,5.0,1LDK,50,2009.0,RC,2015,Not yet,51000000
Koto Ward,8.0,3LDK,75,2009.0,RC,2015,Done,62000000
Koto Ward,5.0,2LDK,60,2005.0,SRC,2015,Not yet,48000000
Koto Ward,7.0,2LDK,80,2007.0,RC,2015,Not yet,73000000
Koto Ward,11.0,2LDK,65,2000.0,RC,2015,Not yet,43000000
Koto Ward,4.0,3LDK,75,2007.0,SRC,2015,Not yet,60000000
Koto Ward,5.0,1DK,40,2009.0,RC,2015,Done,41000000
Koto Ward,5.0,1LDK,50,2009.0,RC,2015,Not yet,53000000
Koto Ward,7.0,2LDK,70,2007.0,RC,2015,Not yet,66000000
Koto Ward,8.0,3LDK,70,2009.0,RC,2015,Not yet,71000000
Koto Ward,7.0,2LDK,85,2008.0,RC,2015,Not yet,79000000
Koto Ward,5.0,3LDK,70,2015.0,RC,2015,Not yet,70000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2015,Not yet,62000000
Koto Ward,9.0,2LDK,65,2001.0,SRC,2015,Not yet,44000000
Koto Ward,5.0,2LDK,75,2009.0,RC,2015,Not yet,67000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2015,Not yet,65000000
Koto Ward,12.0,2LDK,65,2014.0,RC,2015,Not yet,58000000
Koto Ward,4.0,2LDK,60,2007.0,SRC,2015,Not yet,50000000
Koto Ward,5.0,2LDK,65,2009.0,RC,2015,Not yet,59000000
Koto Ward,9.0,2LDK,60,1980.0,SRC,2015,Not yet,32000000
Koto Ward,5.0,2LDK,50,2009.0,RC,2015,Not yet,49000000
Koto Ward,5.0,1LDK,50,2009.0,RC,2015,Not yet,51000000
Koto Ward,8.0,2LDK,60,2009.0,RC,2015,Not yet,53000000
Koto Ward,8.0,3LDK,70,2009.0,RC,2015,Not yet,53000000
Koto Ward,6.0,4LDK,105,2005.0,SRC,2015,Not yet,72000000
Koto Ward,5.0,3LDK,75,2009.0,RC,2015,Not yet,67000000
Koto Ward,11.0,2LDK,100,2000.0,RC,2015,Not yet,64000000
Koto Ward,6.0,4LDK,105,2005.0,SRC,2015,Done,77000000
Koto Ward,7.0,2LDK,75,2008.0,RC,2015,Not yet,71000000
Koto Ward,7.0,2LDK,70,2007.0,RC,2015,Not yet,62000000
Koto Ward,4.0,1LDK,55,2007.0,SRC,2015,Not yet,39000000
Koto Ward,12.0,3LDK,70,2014.0,RC,2015,Not yet,64000000
Koto Ward,5.0,3LDK,70,2007.0,RC,2015,Not yet,59000000
Koto Ward,11.0,2LDK,75,2000.0,RC,2015,Not yet,51000000
Koto Ward,8.0,3LDK,75,2009.0,RC,2015,Not yet,64000000
Koto Ward,6.0,3LDK,75,2005.0,SRC,2015,Not yet,53000000
Koto Ward,7.0,2LDK,75,2008.0,RC,2015,Not yet,75000000
Koto Ward,7.0,3LDK,95,2008.0,RC,2015,Not yet,120000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2015,Not yet,73000000
Koto Ward,12.0,2LDK,50,2014.0,RC,2015,Not yet,52000000
Koto Ward,5.0,2DK,60,2005.0,SRC,2015,Not yet,48000000
Koto Ward,7.0,1LDK,65,2008.0,RC,2015,Not yet,59000000
Koto Ward,5.0,3LDK,70,2005.0,SRC,2015,Not yet,52000000
Koto Ward,4.0,3LDK,70,2007.0,SRC,2015,Not yet,50000000
Koto Ward,5.0,3LDK,70,2009.0,RC,2015,Not yet,64000000
Koto Ward,7.0,2LDK,55,2008.0,RC,2015,Not yet,52000000
Koto Ward,4.0,3LDK,70,2005.0,SRC,2015,Not yet,54000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2015,Not yet,50000000
Koto Ward,12.0,3LDK,70,2014.0,RC,2015,Not yet,54000000
Koto Ward,8.0,2LDK,60,2009.0,RC,2015,Not yet,53000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2015,Not yet,52000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2015,Not yet,63000000
Koto Ward,7.0,2LDK,80,2008.0,RC,2015,Not yet,84000000
Koto Ward,7.0,1DK,50,2007.0,RC,2015,Not yet,58000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2015,Not yet,51000000
Koto Ward,6.0,4LDK,105,2005.0,SRC,2015,Done,80000000
Koto Ward,5.0,3LDK,70,2005.0,SRC,2015,Not yet,54000000
Koto Ward,7.0,2LDK,70,2007.0,RC,2015,Not yet,64000000
Koto Ward,5.0,2LDK,75,2009.0,RC,2015,Not yet,71000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2015,Not yet,69000000
Koto Ward,5.0,2LDK,70,2009.0,RC,2015,Not yet,67000000
Koto Ward,8.0,2LDK,65,2009.0,RC,2015,Not yet,58000000
Koto Ward,11.0,2LDK,65,2000.0,RC,2015,Not yet,43000000
Koto Ward,6.0,3LDK,75,2005.0,SRC,2015,Not yet,57000000
Koto Ward,11.0,3LDK,95,2000.0,RC,2015,Not yet,58000000
Koto Ward,6.0,3LDK,75,2005.0,SRC,2015,Not yet,54000000
Koto Ward,12.0,3LDK,85,2014.0,RC,2015,Not yet,82000000
Koto Ward,5.0,2LDK,55,2009.0,RC,2015,Not yet,54000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2015,Not yet,53000000
Koto Ward,12.0,3LDK,80,2014.0,RC,2015,Not yet,65000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2015,Not yet,76000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2014,Not yet,71000000
Koto Ward,8.0,3LDK,70,2009.0,RC,2014,Not yet,59000000
Koto Ward,4.0,3LDK,65,2007.0,SRC,2014,Not yet,43000000
Koto Ward,7.0,2LDK,80,2008.0,RC,2014,Done,75000000
Koto Ward,4.0,3LDK,70,2001.0,SRC,2014,Not yet,49000000
Koto Ward,5.0,1LDK,55,2009.0,RC,2014,Not yet,48000000
Koto Ward,8.0,2LDK,60,2009.0,RC,2014,Not yet,53000000
Koto Ward,11.0,2LDK,75,2000.0,RC,2014,Not yet,49000000
Koto Ward,6.0,3LDK,70,2005.0,SRC,2014,Not yet,47000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2014,Not yet,68000000
Koto Ward,7.0,2LDK,80,2007.0,RC,2014,Not yet,83000000
Koto Ward,11.0,2LDK,70,2000.0,RC,2014,Not yet,43000000
Koto Ward,11.0,2DK,60,1982.0,RC,2014,Not yet,29000000
Koto Ward,5.0,3LDK,80,2009.0,RC,2014,Not yet,73000000
Koto Ward,5.0,2LDK,50,2009.0,RC,2014,Not yet,50000000
Koto Ward,7.0,1LDK,60,2008.0,RC,2014,Not yet,49000000
Koto Ward,7.0,1LDK,60,2008.0,RC,2014,Not yet,56000000
Koto Ward,5.0,2LDK,60,2009.0,RC,2014,Not yet,56000000
Koto Ward,4.0,3LDK+S,75,2001.0,SRC,2014,Not yet,51000000
Koto Ward,11.0,2LDK,65,2000.0,RC,2014,Not yet,40000000
Koto Ward,4.0,2LDK,55,2001.0,SRC,2014,Not yet,41000000
Koto Ward,11.0,2LDK,75,1997.0,RC,2014,Not yet,43000000
Koto Ward,5.0,2LDK,65,2005.0,SRC,2014,Not yet,49000000
Koto Ward,5.0,4LDK,95,2005.0,SRC,2014,Not yet,75000000
Koto Ward,8.0,3LDK,70,2009.0,RC,2014,Not yet,68000000
Koto Ward,7.0,2LDK,55,1984.0,RC,2014,Not yet,25000000
Koto Ward,6.0,3LDK,70,2005.0,SRC,2014,Not yet,51000000
Koto Ward,5.0,2LDK,60,2005.0,SRC,2014,Not yet,43000000
Koto Ward,4.0,3LDK,65,2007.0,SRC,2014,Done,49000000
Koto Ward,11.0,3LDK,95,2000.0,RC,2014,Done,57000000
Koto Ward,6.0,3LDK,75,2005.0,SRC,2014,Not yet,55000000
Koto Ward,7.0,3LDK,90,2008.0,RC,2014,Done,89000000
Koto Ward,7.0,2LDK,75,2008.0,RC,2014,Not yet,71000000
Koto Ward,7.0,3LDK,80,2008.0,RC,2014,Not yet,74000000
Koto Ward,7.0,2LDK,70,2008.0,RC,2014,Not yet,62000000
Koto Ward,7.0,1DK,50,2007.0,RC,2014,Not yet,55000000
Koto Ward,5.0,1LDK,50,2009.0,RC,2014,Not yet,49000000
Koto Ward,11.0,3LDK,100,2000.0,RC,2014,Done,60000000
Koto Ward,7.0,3LDK,90,2008.0,RC,2014,Not yet,86000000
Koto Ward,5.0,3LDK,80,2005.0,SRC,2014,Not yet,58000000
Koto Ward,8.0,3LDK,100,2009.0,RC,2014,Done,100000000
Koto Ward,4.0,1LDK,75,2007.0,SRC,2014,Not yet,52000000
Koto Ward,11.0,1LDK,55,2000.0,RC,2014,Not yet,33000000
Koto Ward,7.0,2LDK,60,2008.0,RC,2014,Not yet,52000000
Koto Ward,5.0,2LDK,70,2009.0,RC,2014,Not yet,63000000
Koto Ward,4.0,3LDK,65,2007.0,SRC,2014,Not yet,42000000
Koto Ward,12.0,3LDK,75,1998.0,SRC,2019,Not yet,36000000
Koto Ward,19.0,4LDK,80,1996.0,SRC,2019,Done,44000000
Koto Ward,14.0,3LDK,65,1980.0,RC,2018,Not yet,17000000
Koto Ward,12.0,2LDK,60,1979.0,SRC,2018,Done,30000000
Koto Ward,19.0,4LDK,95,1996.0,SRC,2018,Done,43000000
Koto Ward,12.0,3LDK,65,1995.0,SRC,2018,Done,38000000
Koto Ward,14.0,2LDK,55,1980.0,RC,2018,Not yet,20000000
Koto Ward,9.0,3LDK,70,1984.0,SRC,2018,Done,33000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2018,Not yet,29000000
Koto Ward,12.0,3LDK,65,1979.0,SRC,2017,Not yet,22000000
Koto Ward,19.0,3LDK,85,1996.0,SRC,2017,Not yet,33000000
Koto Ward,13.0,3LDK,65,1987.0,SRC,2017,Not yet,30000000
Koto Ward,12.0,3LDK,70,1998.0,SRC,2017,Not yet,24000000
Koto Ward,12.0,2LDK,60,1979.0,SRC,2017,Not yet,21000000
Koto Ward,23.0,4LDK,90,1997.0,SRC,2017,Done,40000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2017,Done,34000000
Koto Ward,9.0,3LDK,70,1984.0,SRC,2017,Not yet,25000000
Koto Ward,12.0,3LDK,60,1979.0,SRC,2017,Done,30000000
Koto Ward,12.0,3LDK,65,1979.0,SRC,2017,Not yet,32000000
Koto Ward,12.0,4LDK,80,1995.0,SRC,2017,Not yet,38000000
Koto Ward,13.0,3LDK,70,1987.0,SRC,2016,Done,34000000
Koto Ward,15.0,3LDK,60,1994.0,RC,2016,Not yet,24000000
Koto Ward,12.0,3LDK,60,1979.0,SRC,2016,Not yet,19000000
Koto Ward,14.0,2LDK,60,1994.0,RC,2016,Done,29000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2016,Done,35000000
Koto Ward,14.0,1LDK,45,1980.0,RC,2016,Done,16000000
Koto Ward,14.0,2LDK,55,1980.0,RC,2016,Done,22000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2016,Done,36000000
Koto Ward,14.0,3LDK,60,1994.0,RC,2016,Done,32000000
Koto Ward,13.0,3LDK,65,1987.0,SRC,2016,Done,33000000
Koto Ward,19.0,2LDK,70,1996.0,SRC,2016,Not yet,28000000
Koto Ward,12.0,2LDK,60,1979.0,SRC,2016,Done,30000000
Koto Ward,12.0,4LDK,90,1998.0,SRC,2015,Not yet,31000000
Koto Ward,16.0,3DK,55,1979.0,SRC,2015,Done,23000000
Koto Ward,12.0,3LDK,80,1998.0,SRC,2015,Not yet,40000000
Koto Ward,14.0,2LDK+S,60,1994.0,RC,2015,Done,28000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2015,Not yet,28000000
Koto Ward,12.0,3DK,60,1979.0,SRC,2015,Not yet,22000000
Koto Ward,12.0,4LDK,80,1995.0,SRC,2015,Done,39000000
Koto Ward,12.0,3LDK,60,1979.0,SRC,2015,Done,27000000
Koto Ward,13.0,2LDK,45,1987.0,SRC,2015,Done,23000000
Koto Ward,14.0,3LDK,60,1994.0,RC,2014,Done,30000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2014,Done,33000000
Koto Ward,19.0,3LDK,70,1996.0,SRC,2014,Not yet,20000000
Koto Ward,13.0,3LDK,65,1987.0,SRC,2014,Done,29000000
Koto Ward,12.0,2LDK,60,1979.0,SRC,2014,Not yet,18000000
Koto Ward,12.0,3LDK,80,1998.0,SRC,2014,Done,37000000
Koto Ward,9.0,1LDK,45,1984.0,SRC,2014,Not yet,8500000
Koto Ward,13.0,3LDK,60,1987.0,SRC,2014,Done,31000000
Koto Ward,12.0,3LDK,60,1979.0,SRC,2014,Done,23000000
Koto Ward,19.0,3LDK,60,1996.0,RC,2019,Done,33000000
Koto Ward,19.0,3LDK,60,1996.0,RC,2019,Not yet,26000000
Koto Ward,11.0,2LDK,50,1982.0,SRC,2019,Done,31000000
Koto Ward,11.0,2LDK,60,1982.0,SRC,2019,Not yet,23000000
Koto Ward,10.0,1K,25,2015.0,RC,2019,Not yet,26000000
Koto Ward,10.0,1K,25,2015.0,RC,2019,Not yet,22000000
Koto Ward,10.0,1K,25,2015.0,RC,2019,Not yet,25000000
Koto Ward,19.0,3LDK,60,1996.0,RC,2019,Done,22000000
Koto Ward,10.0,1K,25,2015.0,RC,2018,Not yet,25000000
Koto Ward,10.0,1K,25,2015.0,RC,2018,Not yet,24000000
Koto Ward,15.0,3LDK,80,1982.0,RC,2018,Not yet,25000000
Koto Ward,11.0,3LDK,60,1982.0,SRC,2018,Done,37000000
Koto Ward,18.0,3LDK,60,2006.0,RC,2018,Not yet,30000000
Koto Ward,10.0,1K,25,2015.0,RC,2018,Not yet,23000000
Koto Ward,10.0,3LDK,65,1982.0,SRC,2018,Done,34000000
Koto Ward,14.0,3LDK,70,2009.0,RC,2018,Done,37000000
Koto Ward,15.0,3LDK,75,1982.0,SRC,2018,Not yet,26000000
Koto Ward,10.0,3LDK,65,1982.0,SRC,2017,Done,34000000
Koto Ward,14.0,2LDK,55,2009.0,RC,2017,Not yet,36000000
Koto Ward,17.0,3LDK,70,2005.0,RC,2017,Not yet,34000000
Koto Ward,9.0,2LDK+S,60,1987.0,SRC,2017,Not yet,30000000
Koto Ward,15.0,3LDK,70,2010.0,SRC,2017,Not yet,35000000
Koto Ward,11.0,3LDK,60,1982.0,SRC,2017,Not yet,21000000
Koto Ward,18.0,3LDK,80,2005.0,RC,2017,Not yet,36000000
Koto Ward,9.0,3LDK,60,2015.0,RC,2017,Not yet,39000000
Koto Ward,11.0,3LDK,50,1982.0,SRC,2017,Not yet,21000000
Koto Ward,14.0,4LDK,75,2009.0,RC,2016,Not yet,49000000
Koto Ward,13.0,3LDK,95,2003.0,RC,2016,Done,43000000
Koto Ward,16.0,3LDK,65,1999.0,SRC,2016,Done,26000000
Koto Ward,9.0,3LDK,70,1987.0,SRC,2016,Not yet,28000000
Koto Ward,13.0,3LDK,70,2003.0,RC,2016,Not yet,33000000
Koto Ward,15.0,2LDK,55,2010.0,SRC,2016,Not yet,28000000
Koto Ward,19.0,2LDK,55,1996.0,RC,2016,Done,24000000
Koto Ward,11.0,3DK,60,1982.0,SRC,2016,Done,26000000
Koto Ward,11.0,3LDK,60,1982.0,SRC,2015,Done,27000000
Koto Ward,11.0,3LDK,60,1982.0,SRC,2015,Not yet,19000000
Koto Ward,14.0,2LDK,75,1982.0,SRC,2015,Not yet,25000000
Koto Ward,11.0,3LDK,60,1982.0,SRC,2015,Done,26000000
Koto Ward,18.0,3LDK,70,2005.0,RC,2015,Not yet,27000000
Koto Ward,15.0,2LDK,65,1982.0,SRC,2015,Not yet,18000000
Koto Ward,9.0,3LDK,80,1987.0,SRC,2015,Not yet,28000000
Koto Ward,11.0,2LDK,50,1982.0,SRC,2015,Done,23000000
Koto Ward,11.0,2LDK,50,1982.0,SRC,2015,Not yet,21000000
Koto Ward,15.0,3LDK,80,1982.0,RC,2015,Not yet,30000000
Koto Ward,23.0,2LDK+S,60,1986.0,RC,2015,Done,25000000
Koto Ward,18.0,3LDK,80,2005.0,RC,2015,Done,38000000
Koto Ward,13.0,3LDK,70,2003.0,RC,2015,Not yet,27000000
Koto Ward,13.0,3LDK,70,2003.0,RC,2015,Done,32000000
Koto Ward,11.0,2LDK+S,60,1982.0,SRC,2014,Done,24000000
Koto Ward,13.0,3LDK,70,2003.0,RC,2014,Not yet,33000000
Koto Ward,11.0,2LDK,50,1982.0,SRC,2014,Not yet,17000000
Koto Ward,18.0,3LDK,70,2005.0,RC,2014,Not yet,30000000
Koto Ward,9.0,3LDK,75,1987.0,SRC,2014,Done,29000000
Koto Ward,21.0,2LDK+S,60,1999.0,RC,2014,Not yet,22000000
Koto Ward,19.0,3LDK,70,1996.0,RC,2014,Not yet,29000000
Koto Ward,16.0,3LDK,65,1999.0,SRC,2014,Not yet,36000000
Koto Ward,12.0,3LDK,55,1987.0,SRC,2019,Done,29000000
Koto Ward,12.0,3LDK,65,1987.0,SRC,2019,Done,32000000
Koto Ward,12.0,2DK,55,1997.0,SRC,2019,Not yet,24000000
Koto Ward,11.0,2LDK,65,2000.0,SRC,2019,Not yet,33000000
Koto Ward,19.0,2LDK,80,2001.0,RC,2019,Not yet,40000000
Koto Ward,16.0,3LDK,60,1997.0,SRC,2019,Not yet,29000000
Koto Ward,11.0,3LDK,85,2000.0,SRC,2019,Not yet,41000000
Koto Ward,10.0,3LDK,75,1988.0,SRC,2019,Done,44000000
Koto Ward,19.0,3LDK,75,2001.0,RC,2019,Not yet,35000000
Koto Ward,12.0,2LDK,70,1987.0,SRC,2019,Done,34000000
Koto Ward,20.0,3LDK,70,2005.0,RC,2019,Done,40000000
Koto Ward,14.0,1K,20,2011.0,RC,2019,Not yet,18000000
Koto Ward,13.0,3LDK,60,1984.0,SRC,2019,Not yet,20000000
Koto Ward,13.0,2LDK,45,1984.0,SRC,2019,Not yet,18000000
Koto Ward,16.0,1LDK,40,1987.0,SRC,2019,Done,19000000
Koto Ward,19.0,2LDK,55,1997.0,RC,2019,Done,27000000
Koto Ward,11.0,3LDK,65,1986.0,SRC,2019,Not yet,19000000
Koto Ward,11.0,3LDK,65,2000.0,SRC,2018,Done,41000000
Koto Ward,13.0,3LDK,70,2013.0,RC,2018,Not yet,45000000
Koto Ward,14.0,1K,20,2011.0,RC,2018,Not yet,20000000
Koto Ward,11.0,3LDK,65,1998.0,SRC,2018,Not yet,46000000
Koto Ward,11.0,3LDK,60,1975.0,SRC,2018,Done,33000000
Koto Ward,15.0,3LDK,70,2003.0,RC,2018,Done,36000000
Koto Ward,11.0,1LDK,65,1975.0,SRC,2018,Not yet,8600000
Koto Ward,19.0,3LDK,80,2001.0,RC,2018,Not yet,37000000
Koto Ward,11.0,3LDK,65,2000.0,SRC,2018,Not yet,32000000
Koto Ward,10.0,3LDK,65,1988.0,SRC,2018,Done,35000000
Koto Ward,20.0,3LDK,75,2005.0,RC,2018,Not yet,36000000
Koto Ward,12.0,3LDK,60,2014.0,RC,2018,Not yet,34000000
Koto Ward,10.0,3LDK,65,1988.0,SRC,2018,Done,36000000
Koto Ward,13.0,3LDK,75,2003.0,RC,2018,Not yet,35000000
Koto Ward,11.0,3LDK,65,2000.0,SRC,2018,Not yet,34000000
Koto Ward,20.0,2DK,45,1980.0,RC,2018,Not yet,11000000
Koto Ward,19.0,3LDK,65,2001.0,RC,2018,Not yet,32000000
Koto Ward,11.0,3LDK,65,2000.0,SRC,2018,Not yet,37000000
Koto Ward,12.0,4LDK,50,1997.0,SRC,2018,Not yet,53000000
Koto Ward,19.0,3LDK,70,2001.0,RC,2018,Not yet,36000000
Koto Ward,11.0,3LDK,65,1986.0,SRC,2018,Not yet,24000000
Koto Ward,19.0,3LDK,80,2001.0,RC,2018,Not yet,41000000
Koto Ward,14.0,1K,20,2006.0,RC,2018,Not yet,23000000
Koto Ward,15.0,2DK,60,1989.0,RC,2018,Done,24000000
Koto Ward,10.0,3LDK,85,1988.0,SRC,2018,Not yet,41000000
Koto Ward,10.0,2LDK,60,1986.0,SRC,2018,Done,26000000
Koto Ward,19.0,3LDK,85,2001.0,RC,2018,Not yet,42000000
Koto Ward,13.0,3LDK,70,2013.0,RC,2018,Not yet,50000000
Koto Ward,10.0,3LDK,75,1988.0,SRC,2018,Done,35000000
Koto Ward,20.0,3LDK,70,2005.0,RC,2018,Not yet,35000000
Koto Ward,13.0,3LDK,60,1984.0,SRC,2018,Done,33000000
Koto Ward,12.0,2LDK,70,2002.0,SRC,2018,Done,42000000
Koto Ward,19.0,3LDK,70,2001.0,RC,2018,Not yet,35000000
Koto Ward,20.0,3LDK,80,2005.0,RC,2017,Not yet,36000000
Koto Ward,11.0,3LDK,75,2013.0,RC,2017,Not yet,50000000
Koto Ward,11.0,3LDK,65,1975.0,SRC,2017,Not yet,22000000
Koto Ward,14.0,2LDK,60,2006.0,RC,2017,Not yet,29000000
Koto Ward,16.0,2DK,40,1987.0,SRC,2017,Done,21000000
Koto Ward,11.0,2LDK,65,1975.0,SRC,2017,Not yet,27000000
Koto Ward,11.0,3LDK,65,2000.0,SRC,2017,Not yet,32000000
Koto Ward,12.0,1LDK,50,1997.0,SRC,2017,Not yet,28000000
Koto Ward,9.0,4LDK,85,1988.0,SRC,2017,Not yet,38000000
Koto Ward,11.0,3LDK,65,1975.0,SRC,2017,Done,32000000
Koto Ward,15.0,3LDK,70,2003.0,RC,2017,Not yet,33000000
Koto Ward,14.0,1K,20,2011.0,RC,2017,Done,20000000
Koto Ward,11.0,4LDK,85,1998.0,SRC,2017,Not yet,33000000
Koto Ward,19.0,3LDK,65,2001.0,RC,2017,Not yet,31000000
Koto Ward,20.0,3LDK,75,2005.0,RC,2017,Not yet,38000000
Koto Ward,14.0,3LDK,70,2004.0,RC,2017,Not yet,38000000
Koto Ward,10.0,3LDK,60,1988.0,SRC,2016,Done,27000000
Koto Ward,21.0,3LDK,60,1989.0,SRC,2016,Done,30000000
Koto Ward,12.0,3LDK,60,1987.0,SRC,2016,Not yet,25000000
Koto Ward,20.0,2LDK,70,2005.0,RC,2016,Not yet,32000000
Koto Ward,20.0,4LDK,65,1979.0,SRC,2016,Not yet,22000000
Koto Ward,12.0,2LDK,70,1987.0,SRC,2016,Not yet,26000000
Koto Ward,8.0,3LDK,65,2015.0,RC,2016,Not yet,42000000
Koto Ward,15.0,2LDK,55,1999.0,SRC,2016,Done,25000000
Koto Ward,19.0,3LDK,75,2001.0,RC,2016,Done,43000000
Koto Ward,11.0,2LDK,50,1998.0,SRC,2016,Not yet,28000000
Koto Ward,10.0,2LDK,55,1988.0,SRC,2016,Done,30000000
Koto Ward,13.0,3LDK,60,1984.0,SRC,2016,Done,32000000
Koto Ward,20.0,3LDK,65,2005.0,RC,2016,Not yet,29000000
Koto Ward,10.0,2LDK,60,1986.0,SRC,2016,Not yet,24000000
